,_id,FHRSID,ChangesByServerID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine1,AddressLine2,AddressLine3,AddressLine4,PostCode,Phone,RatingValue,RatingKey,RatingDate,LocalAuthorityCode,LocalAuthorityName,LocalAuthorityWebSite,LocalAuthorityEmailAddress,scores,SchemeType,geocode,RightToReply,Distance,NewRatingPending,meta,links
0,63bf3aa536d72f157f83bfa3,184934,0,PI/400005256,Northall CPC,Pub/bar/nightclub,7843,North Hall Farm,North Hall Lane,Fletching,East Sussex,TN22 3SA,,5,fhrs_5_en-gb,2022-03-07T00:00:00,107,Wealden,http://www.wealden.gov.uk,envhealth@rother.gov.uk,"{'Hygiene': None, 'Structural': None, 'ConfidenceInManagement': None}",FHRS,"{'longitude': Decimal128('0.022783'), 'latitude': Decimal128('51.006613')}",,4631.9412296579985,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/184934'}]"
1,63bf3aa536d72f157f83c711,162872,0,PI/000003806,Roochi Ltd,Restaurant/Cafe/Canteen,1,9 Hartfield Road,Forest Row,East Sussex,,RH18 5DN,,5,fhrs_5_en-gb,2021-07-28T00:00:00,107,Wealden,http://www.wealden.gov.uk,envhealth@rother.gov.uk,"{'Hygiene': None, 'Structural': None, 'ConfidenceInManagement': None}",FHRS,"{'longitude': Decimal128('0.034461'), 'latitude': Decimal128('51.097521')}",,4634.823529709642,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/162872'}]"
2,63bf3aa536d72f157f83ce9c,266978,0,11/00025/MIXED,Magic Wok,Other catering premises,7841,59 High Street,Edenbridge,KENT,,TN8 5AL,,5,fhrs_5_en-gb,2022-03-16T00:00:00,187,Sevenoaks,http://www.sevenoaks.gov.uk/,environmental.health@sevenoaks.gov.uk,"{'Hygiene': None, 'Structural': None, 'ConfidenceInManagement': None}",FHRS,"{'longitude': Decimal128('0.065179'), 'latitude': Decimal128('51.196736')}",,4637.314456896255,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/266978'}]"
3,63bf3aa536d72f157f83d327,266897,0,09200/2000/2/000,Sultan Kebab House,Takeaway/sandwich shop,7844,1 Winterton Court,Market Square,Westerham,Kent,TN16 1AL,,5,fhrs_5_en-gb,2022-03-03T00:00:00,187,Sevenoaks,http://www.sevenoaks.gov.uk/,environmental.health@sevenoaks.gov.uk,"{'Hygiene': None, 'Structural': None, 'ConfidenceInManagement': None}",FHRS,"{'longitude': Decimal128('0.070589'), 'latitude': Decimal128('51.266922')}",,4639.681032207483,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/266897'}]"
4,63bf3aa536d72f157f83d76d,105360,0,36199,Wolfe House Resid. Home,Caring Premises,5,Wolf House,Wolfs Row,,Limpsfield,RH8 0EB,,5,fhrs_5_en-gb,2022-06-14T00:00:00,313,Tandridge,http://www.tandridge.gov.uk/,fsa_enforcement@tandridge.gov.uk,"{'Hygiene': None, 'Structural': None, 'ConfidenceInManagement': None}",FHRS,"{'longitude': Decimal128('0.015813'), 'latitude': Decimal128('51.255431')}",,4641.271316270499,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/105360'}]"
5,63bf3aa536d72f157f83a11a,637054,0,PI/000061384,Costcutter Claremont,Retailers - other,4613,29-31 Claremont Road,Seaford,East Sussex,,BN25 2PF,,5,fhrs_5_en-gb,2021-11-18T00:00:00,105,Lewes,http://www.lewes-eastbourne.gov.uk/,ehealth.ldc@lewes-eastbourne.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': Decimal128('0.093059'), 'latitude': Decimal128('50.77601')}",,4620.941086507653,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/637054'}]"
6,63bf3aa536d72f157f83a11b,174020,0,PI/000027807,Angies Newsagents,Retailers - other,4613,23 Claremont Road,Seaford,East Sussex,,BN25 2PF,,5,fhrs_5_en-gb,2022-01-22T00:00:00,105,Lewes,http://www.lewes-eastbourne.gov.uk/,ehealth.ldc@lewes-eastbourne.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.093059'), 'latitude': Decimal128('50.77601')}",,4620.941086507653,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/174020'}]"
7,63bf3aa536d72f157f83a166,174047,0,PI/000027871,Clifden House Dementia Care Centre,Caring Premises,5,80-88 Claremont Road,Seaford,East Sussex,,BN25 2QD,,5,fhrs_5_en-gb,2021-08-12T00:00:00,105,Lewes,http://www.lewes-eastbourne.gov.uk/,ehealth.ldc@lewes-eastbourne.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.089886'), 'latitude': Decimal128('50.776112')}",,4621.062630784395,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/174047'}]"
8,63bf3aa536d72f157f83a173,173610,0,PI/000026322,Beachlands Care Home,Caring Premises,5,Marine Parade,Seaford,East Sussex,,BN25 2PY,,5,fhrs_5_en-gb,2021-10-14T00:00:00,105,Lewes,http://www.lewes-eastbourne.gov.uk/,ehealth.ldc@lewes-eastbourne.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.088903'), 'latitude': Decimal128('50.775392')}",,4621.072927670872,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/173610'}]"
9,63bf3aa536d72f157f83a1f8,173738,0,PI/000026802,Ab Fab Rooms,Hotel/bed & breakfast/guest house,7842,11 Station Road,Seaford,East Sussex,,BN25 2RB,,5,fhrs_5_en-gb,2021-12-03T00:00:00,105,Lewes,http://www.lewes-eastbourne.gov.uk/,ehealth.ldc@lewes-eastbourne.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.083468'), 'latitude': Decimal128('50.780751')}",,4621.4698191377975,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/173738'}]"
10,63bf3aa536d72f157f83a205,1379100,0,PI/000067734,The Tide at The Buckle,Restaurant/Cafe/Canteen,1,Buckle Camping And Caravan Park,Marine Parade,Seaford,,BN25 2QR,,5,fhrs_5_en-gb,2022-04-04T00:00:00,105,Lewes,http://www.lewes-eastbourne.gov.uk/,ehealth.ldc@lewes-eastbourne.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.08091'), 'latitude': Decimal128('50.779367')}",,4621.51443982411,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/1379100'}]"
11,63bf3aa536d72f157f83a349,167791,0,PI/000012107,The Hope Inn,Pub/bar/nightclub,7843,24 Fort Gate,Fort Road,Newhaven,,BN9 9DN,,5,fhrs_5_en-gb,2022-01-29T00:00:00,105,Lewes,http://www.lewes-eastbourne.gov.uk/,ehealth.ldc@lewes-eastbourne.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': Decimal128('0.055837'), 'latitude': Decimal128('50.782761')}",,4622.5691189406225,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/167791'}]"
12,63bf3aa536d72f157f83a350,167784,0,PI/000012102,Newhaven Fort Tea Room,Restaurant/Cafe/Canteen,1,Newhaven Fort,Fort Road,Newhaven,,BN9 9DL,,5,fhrs_5_en-gb,2022-02-25T00:00:00,105,Lewes,http://www.lewes-eastbourne.gov.uk/,ehealth.ldc@lewes-eastbourne.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.055001'), 'latitude': Decimal128('50.784736')}",,4622.672003329692,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/167784'}]"
13,63bf3aa536d72f157f83a389,578941,0,PI/000051168,Malpass Markets,Distributors/Transporters,7,Unit 3,Fishermans Complex,Riverside,,BN9 9BX,,5,fhrs_5_en-gb,2020-07-13T00:00:00,105,Lewes,http://www.lewes-eastbourne.gov.uk/,ehealth.ldc@lewes-eastbourne.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.053261'), 'latitude': Decimal128('50.78841')}",,4622.870254781801,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/578941'}]"
14,63bf3aa536d72f157f83a393,505162,0,PI/000036277,West Quay Cafe,Restaurant/Cafe/Canteen,1,Unit 5,Villandry,West Quay,,BN9 9GB,,5,fhrs_5_en-gb,2021-08-03T00:00:00,105,Lewes,http://www.lewes-eastbourne.gov.uk/,ehealth.ldc@lewes-eastbourne.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': Decimal128('0.051808'), 'latitude': Decimal128('50.787293')}",,4622.883591715287,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/505162'}]"
15,63bf3aa536d72f157f83a394,176282,0,PI/000036273,Luna Rossa,Restaurant/Cafe/Canteen,1,Unit 1,Villandry,West Quay,,BN9 9GB,,5,fhrs_5_en-gb,2021-08-19T00:00:00,105,Lewes,http://www.lewes-eastbourne.gov.uk/,ehealth.ldc@lewes-eastbourne.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.051808'), 'latitude': Decimal128('50.787293')}",,4622.883591715287,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/176282'}]"
16,63bf3aa536d72f157f83a396,179665,0,PI/000058989,Mulberry Wines,Retailers - other,4613,Units 3 And 4,Villandry,West Quay,,BN9 9GB,,5,fhrs_5_en-gb,2020-02-23T00:00:00,105,Lewes,http://www.lewes-eastbourne.gov.uk/,ehealth.ldc@lewes-eastbourne.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.051808'), 'latitude': Decimal128('50.787293')}",,4622.883591715287,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/179665'}]"
17,63bf3aa536d72f157f83a3a0,167782,0,PI/000012099,Newhaven Bowling Club,Pub/bar/nightclub,7843,Fort Road,Newhaven,East Sussex,,BN9 9EL,,5,fhrs_5_en-gb,2022-02-18T00:00:00,105,Lewes,http://www.lewes-eastbourne.gov.uk/,ehealth.ldc@lewes-eastbourne.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.051292'), 'latitude': Decimal128('50.787194')}",,4622.899155275609,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/167782'}]"
18,63bf3aa536d72f157f83a3a1,833774,0,PI/000063071,The Co-Operative Food,Retailers - supermarkets/hypermarkets,7840,Unit 1,124 Fort Road,Newhaven,,BN9 9EL,,5,fhrs_5_en-gb,2019-04-13T00:00:00,105,Lewes,http://www.lewes-eastbourne.gov.uk/,ehealth.ldc@lewes-eastbourne.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.051292'), 'latitude': Decimal128('50.787194')}",,4622.899155275609,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/833774'}]"
19,63bf3aa536d72f157f83a3a7,167247,0,PI/000011021,Mcdonalds,Restaurant/Cafe/Canteen,1,Mckinlay Way,Newhaven,East Sussex,,BN9 0FA,,5,fhrs_5_en-gb,2022-01-13T00:00:00,105,Lewes,http://www.lewes-eastbourne.gov.uk/,ehealth.ldc@lewes-eastbourne.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': Decimal128('0.0590599998831749'), 'latitude': Decimal128('50.795482635498')}",,4622.912186551266,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/167247'}]"
20,63bf3aa536d72f157f83a3a9,167120,0,PI/000010790,Superfry Fish & Chips,Takeaway/sandwich shop,7844,3 Avis Parade Shops,Old Avis Road,Newhaven,,BN9 0PJ,,5,fhrs_5_en-gb,2022-01-06T00:00:00,105,Lewes,http://www.lewes-eastbourne.gov.uk/,ehealth.ldc@lewes-eastbourne.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.063187'), 'latitude': Decimal128('50.799881')}",,4622.918987827125,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/167120'}]"
21,63bf3aa536d72f157f83a3aa,167118,0,PI/000010788,Wesley Chinese Takeaway,Takeaway/sandwich shop,7844,1 Avis Parade Shops,Old Avis Road,Newhaven,,BN9 0PJ,,5,fhrs_5_en-gb,2022-03-10T00:00:00,105,Lewes,http://www.lewes-eastbourne.gov.uk/,ehealth.ldc@lewes-eastbourne.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': Decimal128('0.063187'), 'latitude': Decimal128('50.799881')}",,4622.918987827125,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/167118'}]"
22,63bf3aa536d72f157f83a3b0,167473,0,PI/000011504,The Engineer,Pub/bar/nightclub,7843,76 Railway Road,Newhaven,East Sussex,,BN9 0AY,,5,fhrs_5_en-gb,2022-02-10T00:00:00,105,Lewes,http://www.lewes-eastbourne.gov.uk/,ehealth.ldc@lewes-eastbourne.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.055993'), 'latitude': Decimal128('50.792786')}",,4622.927970810329,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/167473'}]"
23,63bf3aa536d72f157f83a3c2,167242,0,PI/000011016,Sainsbury's Supermarket,Retailers - supermarkets/hypermarkets,7840,The Drove,Newhaven,East Sussex,,BN9 0AG,,5,fhrs_5_en-gb,2022-01-15T00:00:00,105,Lewes,http://www.lewes-eastbourne.gov.uk/,ehealth.ldc@lewes-eastbourne.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.058678'), 'latitude': Decimal128('50.796409')}",,4622.960070383902,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/167242'}]"
24,63bf3aa536d72f157f83a3c3,167240,0,PI/000011011,Alba Catering,Restaurant/Cafe/Canteen,1,Unit 4,Drove Road,Newhaven,,BN9 0LA,,5,fhrs_5_en-gb,2020-02-06T00:00:00,105,Lewes,http://www.lewes-eastbourne.gov.uk/,ehealth.ldc@lewes-eastbourne.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.05777'), 'latitude': Decimal128('50.795462')}",,4622.959332919426,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/167240'}]"
25,63bf3aa536d72f157f83a3cb,447428,0,PI/000061338,KFC,Takeaway/sandwich shop,7844,Unit 2 The Hub,3 Drove Road,Newhaven,,BN9 0AD,,5,fhrs_5_en-gb,2021-07-22T00:00:00,105,Lewes,http://www.lewes-eastbourne.gov.uk/,ehealth.ldc@lewes-eastbourne.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': Decimal128('0.056935'), 'latitude': Decimal128('50.794856')}",,4622.968291748106,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/447428'}]"
